bucket,calibration,filter_rate,gate,gate_recall_on_positive_tiles,label,mAP@0.50,mAP@0.55,mAP@0.5:0.95,mAP@0.60,mAP@0.65,mAP@0.70,mAP@0.75,mAP@0.80,mAP@0.85,mAP@0.90,mAP@0.95,n_classes,n_gt_tiles,n_tiles,stratum,threshold
medium,temperature,0.8817480719794345,real,0.6896551724137931,gate_planes_resnet18_temperature,0.5130627153636199,0.5028145678362493,0.3161358581763105,0.49303048296358404,0.4817473070198743,0.453298576815421,0.37639110206021736,0.2429596297026982,0.09432142648585186,0.0036251540579906706,0.00010761945759793371,1,389,389,gsd_bucket,0.35000000000000003
unknown,temperature,0.6417910447761194,real,0.9583333333333334,gate_planes_resnet18_temperature,0.8470866661962103,0.8104307620690953,0.4378644242299802,0.7411315587645889,0.6349602176724538,0.5651438773905006,0.4737145405415327,0.25782381735222204,0.04727269430239727,0.00108010801080108,0.0,1,134,134,gsd_bucket,0.35000000000000003
very_high,temperature,0.8232720909886264,real,0.9543147208121827,gate_planes_resnet18_temperature,0.8705695933124001,0.8490741910153199,0.5626559979289892,0.8165658636922899,0.7741037742795555,0.7210968930645176,0.6621341154334676,0.49898223400039243,0.31907439918582353,0.11080505164389681,0.004153863662228292,1,1143,1143,gsd_bucket,0.35000000000000003
very_low,temperature,1.0,real,nan,gate_planes_resnet18_temperature,0.0,,0.0,,,,,,,,,0,87,87,gsd_bucket,0.35000000000000003
high,temperature,0.7640449438202247,real,0.9400630914826499,gate_planes_resnet18_temperature,0.9573441301738327,0.9472791712860389,0.6793917744496492,0.9358725969818111,0.9137191019453927,0.8793810622832956,0.8271996990062103,0.7107321431175091,0.46701443652185626,0.15201130549984454,0.0033640976806998007,1,1335,1335,gsd_bucket,0.4
low,temperature,0.9755545495699411,real,0.5147058823529411,gate_planes_resnet18_temperature,0.4218393127099273,0.42112897305718466,0.25342471596956223,0.4058093457855126,0.38340158309645034,0.35684281000921964,0.2854048693425958,0.18287598759119783,0.06857862673252674,0.008056245430413302,0.0003094059405940594,1,2209,2209,gsd_bucket,0.4
medium,temperature,0.8868894601542416,real,0.6724137931034483,gate_planes_resnet18_temperature,0.5040186439426795,0.4943184374497822,0.313873864802591,0.4933720921143814,0.4819266380371097,0.44527602076516754,0.3779406389511411,0.24363048530091683,0.09452291794914286,0.0036251540579906706,0.00010761945759793371,1,389,389,gsd_bucket,0.4
unknown,temperature,0.6417910447761194,real,0.9583333333333334,gate_planes_resnet18_temperature,0.8470866661962103,0.8104307620690953,0.4378644242299802,0.7411315587645889,0.6349602176724538,0.5651438773905006,0.4737145405415327,0.25782381735222204,0.04727269430239727,0.00108010801080108,0.0,1,134,134,gsd_bucket,0.4
very_high,temperature,0.8293963254593176,real,0.9441624365482234,gate_planes_resnet18_temperature,0.8704453408864422,0.8488662605070749,0.5625723246051042,0.8164601205433409,0.7736339307920198,0.7211266714759255,0.6621675553282136,0.4989900520260758,0.31907439918582353,0.11080505164389681,0.004153863662228292,1,1143,1143,gsd_bucket,0.4
very_low,temperature,1.0,real,nan,gate_planes_resnet18_temperature,0.0,,0.0,,,,,,,,,0,87,87,gsd_bucket,0.4
